3;The_following_code_snippets;create;an_instance_foo_of_class_Foo;0.773
3;The_following_code_snippets;invoke;its_method_hello;0.722
4;normal_and_reflection_based_call_sequences;are_shown_for;each_programming_language;0.754
7;The_name_reflection;to_describe;code_which_is_able_to_inspect_other_code_in_the_same_system;0.837
7;other_code;to_be_inspect_in;the_same_system;0.708
8;you;started_at;http;0.864
13;they;can_be_tied_together_at;runtime;0.921
13;you;write;programs_that_do_not_have_to_know_everything_at_compile_time;0.851
13;Reflection;is;important;0.735
13;everything;to_be_know_at;compile_time;0.646
14;The_code;can_be_written_against;known_interfaces;0.894
14;reflection;be_using_from;configuration_files;0.608
15;it;is;useful;0.596
16;the_principles;are_the_same_in;any_language;0.823
17;The_name_reflection;to_describe;code_which_is_able_to_inspect_other_code_in_the_same_system;0.837
17;other_code;to_be_inspect_in;the_same_system;0.708
18;you;would_like_to_call;a_doSomething_method)[enabler=if_one_exists;0.874
18;you;have;an_object_of_an_unknown_type)[attrib=you_say_would;0.869
18;you;to_call;a_doSomething_method)[enabler=if_one_exists;0.822
18;you;say_would_for;example;0.184
19;your_code;can_look_at;the_object;0.847
19;Java;can_look_at;the_object;0.701
19;the_object;conforms_to;a_known_interface;0.672
19;Java;s_can;static_typing_system;0.496
19;your_code;s_can;static_typing_system;0.364
19;it;has_then;a_method_called_doSomething;0.04
21;One_very_common_use_case;is_the_usage_with;annotations;0.916
21;One_very_common_use_case;is;the_usage;0.746
21;the_usage;be_One_very_common_use_case_in;Java;0.405
22;methods;be_tagged_with;the_Test_annotation;0.655
22;reflection;will_use_will_be_for;example;0.112
23;you;started_at;http;0.864
28;the_concepts;finally_are_pretty_much_similar_in;other_statically_types_languages_which_support_reflection;0.743
29;the_second_case_looking_for_methods;is_still;common;0.751
29;the_use_case_described_above;is;necessary;0.639
29;the_use_case_described_above;is_necessary_in;typed_languages;0.465
30;Reflection;is;a_language;0.667
32;all_objects;have;the_method_getClass_which_lets_you_determine_the_object_s_class_even_if_you_don_t_know_it_at_compile_time_e;0.792
32;you;determine;the_object;0.789
32;getClass;s;class;0.696
32;it;even_don_t_know_at;compile_time_e;0.601
32;class;be_s_by;the_method;0.366
32;you;even_don_t_know_it_at;compile_time_e;0.17
32;all_objects;have_the_method_getClass_which_lets_you_determine_the_object_s_class_even_if_you_don_t_know_it_at_compile_time_e_for;example;0.111
32;you;even_don_t_know;it;0.108
34;such_reflection;is_not_possible_in;less_dynamic_languages;0.722
34;such_reflection;is;not_possible;0.661
34;it;be_declared_as;an_Object___this_might_seem_trivial;0.565
34;you;declared_it_as;an_Object___this_might_seem_trivial;0.275
34;dynamic;be_languages_as;C;0.264
34;you;declared;it;0.171
35;you;call;methods;0.748
36;they;can_be_tied_together_at;runtime;0.921
