3;create;0.0
3;invoke;0.0
4;are_shown_for;0.0
7;to_describe;0.0
7;to_be_inspect_in;0.0
8;started_at;0.0
13;can_be_tied_together_at;0.7071067811865475
13;write;0.0
13;is;0.0
13;to_be_know_at;0.0
14;can_be_written_against;0.7071067811865475
14;be_using_from;0.0
15;is;0.0
16;are_the_same_in;0.0
17;to_describe;0.0
17;to_be_inspect_in;0.0
18;would_like_to_call;0.0
18;have;0.0
18;to_call;0.0
18;say_would_for;0.0
19;can_look_at;0.7071067811865475
19;can_look_at;0.7071067811865475
19;conforms_to;0.0
19;s_can;0.7071067811865475
19;s_can;0.7071067811865475
19;has_then;0.0
21;is_the_usage_with;0.0
21;is;0.0
21;be_One_very_common_use_case_in;0.0
22;be_tagged_with;0.0
22;will_use_will_be_for;1.0
23;started_at;0.0
28;finally_are_pretty_much_similar_in;0.0
29;is_still;0.0
29;is;0.0
29;is_necessary_in;0.0
30;is;0.0
32;have;0.0
32;determine;0.0
32;s;0.0
32;even_don_t_know_at;0.0
32;be_s_by;0.7071067811865475
32;even_don_t_know_it_at;0.0
32;have_the_method_getClass_which_lets_you_determine_the_object_s_class_even_if_you_don_t_know_it_at_compile_time_e_for;1.0
32;even_don_t_know;0.0
34;is_not_possible_in;0.0
34;is;0.0
34;be_declared_as;0.0
34;declared_it_as;0.0
34;be_languages_as;0.0
34;declared;0.0
35;call;0.0
36;can_be_tied_together_at;0.7071067811865475
36;write;0.0
36;is;0.0
36;to_be_know_at;0.0
37;can_be_written_against;0.7071067811865475
37;be_using_from;0.0
38;use_reflection_extensively_for;0.0
38;use_extensively;0.0
39;feels_more_natural_within;0.0
39;use_as_well;0.7071067811865475
41;uses_the_Java_reflection_API_print_out;0.0
41;takes_any_object_as;0.0
41;takes;0.0
41;uses;0.0
42;supports;0.0
43;is;0.0
45;programmatically_get;0.0
45;be_back_information_on;0.0
46;can_also_look_at;0.7071067811865475
47;s_usefull_in;0.0
47;s;0.0
49;to_be_instantiate_from;0.0
49;s_of;0.0
50;is;0.0
50;is;0.0
51;is_important_in;0.0
51;is;0.0
52;to_work_with;0.0
52;is;0.0
53;be_Take_for;0.0
56;will_process;1.0
57;be_create_through;0.0
58;would_be_the_Java_API_for;0.0
58;would_be;0.0
59;is_plugged_in_via;0.0
59;is;0.0
59;to_be_construct_through;0.0
60;finally_is;0.0
62;is_commonly_used_by;1.0
62;running_in;0.0
63;should_be_used_by;1.0
64;to_perform;0.0
64;is_a_powerful_technique_can_with;0.7071067811865475
64;is_can;1.0
66;may_make_use_of_external;0.0
66;may_make_user_defined_classes;0.0
66;be_use_of;0.0
69;to_be_examine_on;0.0
70;can_make;0.7071067811865475
70;defined_on;0.0
70;to_be_insure_in;0.0
70;be_use_of;0.0
72;is;0.0
73;then_is;0.0
73;is;0.0
74;should_be_kept_in;0.0
74;be_accessing_via;0.0
76;involves;0.0
77;should_be_avoided_in;0.0
77;Consequently_have_should;0.0
79;requires;0.0
82;can_result_in;0.7071067811865475
82;to_perform;0.0
83;may_change;0.0
86;get_set_operations_on;0.0
86;get_set;0.0
86;be_invocation_of;0.0
86;be_instantiation_of;0.0
