MappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful;Reflection is commonly used by programs which require the ability to examine or modify the runtime behavior of applications running in the Java virtual machine.;Java virtual machine;java_virtual_machine;1.0;0.006974248927038626;1.0;2.0069742489270386;1.0;0;Mon Jun 26 21:02:54 IST 2017
MappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; Mostly in dependency injection, aspect oriented programming use of reflection is mostly used.;Aspect-oriented programming;aspect-oriented_programming;1.0;0.006974248927038626;1.0;2.0069742489270386;0.0;0;Mon Jun 26 21:02:54 IST 2017
UnmappedWiki;examples of reflection computer programming;https://thesocietea.org/2016/02/programming-concepts-type-introspection-and-reflection/; Overall, type introspection is a very simple concept to understand   and you can really write powerful logic when you can query some of the metadata about your objects.;Type introspection;type_introspection;0.6;0.38690476190476186;1.0;1.986904761904762;0.0;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://thesocietea.org/2016/02/programming-concepts-type-introspection-and-reflection/; Because of the runtime_specific nature of reflection, it s more difficult to implement reflection in a statically_typed language compared to a dynamically_typed language because type checking occurs at compile time in a statically_typed language instead of at runtime .;Type system;statically_typed_language;0.7666666666659999;0.07738095238095237;1.0;1.8440476190469521;0.0;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful;This example obtains the Class object from the class called MyObject.;Instance (computer science);class_object;0.7;0.013948497854077252;1.0;1.7139484978540773;0.0;0;Mon Jun 26 21:02:56 IST 2017
MappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful;Since reflection allows code to perform operations that would be illegal in non_reflective code, such as accessing private fields and methods, the use of reflection can result in unexpected side_effects, which may render code dysfunctional and may destroy portability.;Code;code;0.6;0.09763948497854076;1.0;1.6976394849785408;0.7071067811865475;0;Mon Jun 26 21:02:54 IST 2017
UnmappedWiki;examples of reflection computer programming;https://thesocietea.org/2016/02/programming-concepts-type-introspection-and-reflection/; Some languages even allow you to traverse the inheritance hierarchy to see if your object is derived from an inherited base class.;Inheritance (object-oriented programming);inheritance_hierarchy;0.6;0.07738095238095237;1.0;1.6773809523809522;0.0;0;Mon Jun 26 21:02:56 IST 2017
MappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful;Reflection allows instantiation of new objects, invocation of methods, and get set operations on class variables dynamically at run time without having prior knowledge of its implementation.;Run time (program lifecycle phase);run_time_;0.6;0.027896995708154505;1.0;1.6278969957081544;0.0;0;Mon Jun 26 21:02:54 IST 2017
MappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; Debuggers and Test Tools Debuggers need to be able to examine private members on classes.;Debugger;debuggers;0.6;0.02092274678111588;1.0;1.6209227467811158;0.0;0;Mon Jun 26 21:02:54 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; The code can be written against known interfaces, but the actual classes to be used can be instantiated using reflection from configuration files.;Configuration file;configuration_files;0.6;0.013948497854077252;1.0;1.6139484978540772;0.7071067811865475;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; The byte code that is compiled if needs extra modification at run time for examination, modification, addition of more byte code within itself, or another program or another framework at method level, instance variable level, constructor level, annotation level reflection can be useful.;Bytecode;byte_code;0.6;0.013948497854077252;1.0;1.6139484978540772;0.0;0;Mon Jun 26 21:02:56 IST 2017
MappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful;Reflection gives you ability to write more generic code .;Genetic code;genetic_code;0.6;0.006974248927038626;1.0;1.6069742489270387;0.0;0;Mon Jun 26 21:02:54 IST 2017
MappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful;About Us Learn more about Stack Overflow the company.;Stack overflow;stack_overflow;0.6;0.006974248927038626;1.0;1.6069742489270387;0.0;0;Mon Jun 26 21:02:54 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; JUnit 4, for example, will use reflection to look through your classes for methods tagged with the  Test annotation, and will then call them when running the unit test.;Unit testing;unit_test;0.6;0.006974248927038626;1.0;1.6069742489270387;1.0;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; The servlet container will process the web.;Web container;servlet_container;0.6;0.006974248927038626;1.0;1.6069742489270387;1.0;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful;Reflection is commonly used by programs which require the ability to examine or modify the runtime behavior of applications running in the Java virtual machine.;Run time (program lifecycle phase);runtime_behavior;0.6;0.006974248927038626;1.0;1.6069742489270387;1.0;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; Class Browsers and Visual Development Environments A class browser needs to be able to enumerate the members of classes.;Class browser;class_browser;0.6;0.006974248927038626;1.0;1.6069742489270387;0.0;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; Test harnesses can make use of reflection to systematically call a discoverable set APIs defined on a class, to insure a high level of code coverage in a test suite.;High-level assembler;high_level;0.6;0.006974248927038626;1.0;1.6069742489270387;0.7071067811865475;0;Mon Jun 26 21:02:56 IST 2017
UnmappedWiki;examples of reflection computer programming;https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful; Test harnesses can make use of reflection to systematically call a discoverable set APIs defined on a class, to insure a high level of code coverage in a test suite.;Test suite;test_suite;0.6;0.006974248927038626;1.0;1.6069742489270387;0.7071067811865475;0;Mon Jun 26 21:02:56 IST 2017
