8;attribute;0.0
35;attribute;0.0
65;be_combines_by;0.0
71;defines;0.0
72;describes;0.0
72;be_parts_of;0.0
73;Historically_are_commonly_used_in;0.0
80;can_be_based_on;0.0
81;is_a_collection_of;0.0
81;is_a_collection_of_concepts_for;0.0
81;is;0.0
82;means;0.0
85;to_be_introduce_in;0.0
86;be_stored_inside;0.0
86;is_connected_to;0.0
86;is_connected_to;0.0
86;be_stored_inside;0.0
87;is;0.0
87;be_An_entity_in;0.0
89;is_considered_as;0.0
89;is_considered_in;0.0
89;is_considered_for;0.0
90;has;0.0
90;be_various_attributes_like;0.0
91;is;0.0
91;has;0.0
91;be_An_entity_in;0.0
91;be_various_attributes_like;0.0
92;are_mapped_with;0.0
92;define_the_number_of_association_between;0.0
92;be_define_between;0.0
92;define;0.0
96;take;0.0
96;consisting_of;0.0
96;be_the_example_of;1.0
101;is_primarily_a_type_of;1.0
101;is_primarily;0.0
102;can_include;0.0
